year,month,day,freq,spend_all,spend_apg,spend_aer,spend_grf,spend_hcs,spend_acf,spend_tws,spend_retail_no_grocery,spend_retail_w_grocery,spend_all_inclow,spend_all_incmiddle,spend_all_inchigh,provisional
2020,10,9,d,-0.0345,-0.089,-0.555,0.123,-0.0903,-0.293,-0.454,0.0918,0.102,0.0174,-0.0297,-0.0711,0
2020,10,10,d,-0.0365,-0.0984,-0.54,0.122,-0.101,-0.292,-0.454,0.0865,0.098,0.0153,-0.0324,-0.0716,0
2020,10,11,d,-0.0401,-0.103,-0.538,0.112,-0.11,-0.293,-0.453,0.0806,0.0907,0.00985,-0.0376,-0.0729,0
2020,10,12,d,-0.0458,-0.111,-0.562,0.109,-0.128,-0.297,-0.453,0.0725,0.0844,0.00377,-0.0426,-0.079,0
2020,10,13,d,-0.0379,-0.106,-0.543,0.109,-0.131,-0.296,-0.457,0.0887,0.0955,0.00996,-0.035,-0.0704,0
2020,10,14,d,-0.0352,-0.104,-0.566,0.105,-0.161,-0.301,-0.458,0.105,0.105,0.0146,-0.0329,-0.0683,0
2020,10,15,d,-0.0298,-0.0995,-0.546,0.101,-0.167,-0.302,-0.455,0.119,0.113,0.0169,-0.0271,-0.0622,0
2020,10,16,d,-0.0417,-0.0995,-0.564,0.0924,-0.165,-0.304,-0.463,0.119,0.11,0.00011,-0.038,-0.0732,0
2020,10,17,d,-0.0401,-0.0994,-0.575,0.0934,-0.149,-0.302,-0.463,0.122,0.113,0.00343,-0.0357,-0.0729,0
2020,10,18,d,-0.0358,-0.0936,-0.576,0.102,-0.135,-0.299,-0.46,0.128,0.12,0.00963,-0.0307,-0.0694,0
2020,10,19,d,-0.0403,-0.0883,-0.592,0.106,-0.157,-0.296,-0.46,0.128,0.121,0.00347,-0.0361,-0.0723,0
2020,10,20,d,-0.0436,-0.0921,-0.597,0.0976,-0.141,-0.294,-0.462,0.114,0.109,0.00186,-0.0398,-0.0756,0
2020,10,21,d,-0.0509,-0.0926,-0.59,0.1,-0.178,-0.291,-0.462,0.101,0.101,-0.00432,-0.0471,-0.0827,0
2020,10,22,d,-0.0477,-0.0942,-0.593,0.104,-0.104,-0.289,-0.465,0.0986,0.1,-0.00154,-0.0448,-0.0779,0
2020,10,23,d,-0.0424,-0.0946,-0.577,0.103,-0.105,-0.291,-0.463,0.0905,0.0949,0.00405,-0.0399,-0.0722,0
2020,10,24,d,-0.0377,-0.085,-0.558,0.108,-0.119,-0.293,-0.461,0.0932,0.0983,0.00765,-0.0354,-0.0672,0
2020,10,25,d,-0.0385,-0.0871,-0.55,0.106,-0.134,-0.296,-0.461,0.0936,0.0977,0.00399,-0.0368,-0.0665,0
2020,10,26,d,-0.0446,-0.0912,-0.553,0.0943,-0.112,-0.296,-0.467,0.0859,0.0886,-0.00385,-0.0423,-0.0724,1
2020,10,27,d,-0.0449,-0.0791,-0.551,0.1,-0.145,-0.291,-0.464,0.0906,0.0937,-0.00211,-0.0424,-0.0729,1
2020,10,28,d,-0.0469,-0.0785,-0.552,0.105,-0.14,-0.29,-0.468,0.0881,0.0936,-0.00374,-0.0453,-0.0738,1
2020,10,29,d,-0.0478,-0.0838,-0.547,0.115,-0.157,-0.292,-0.473,0.0867,0.096,-0.0057,-0.0469,-0.0739,1
2020,10,30,d,-0.0425,-0.093,-0.549,0.118,-0.153,-0.294,-0.476,0.0966,0.104,0.00335,-0.0414,-0.0703,1
2020,10,31,d,-0.0479,-0.102,-0.555,0.123,-0.142,-0.3,-0.474,0.0898,0.1,-0.00378,-0.0462,-0.0757,1
2020,11,1,d,-0.0624,-0.105,-0.568,0.118,-0.135,-0.302,-0.477,0.0841,0.0951,-0.0255,-0.0588,-0.0909,1
2020,11,2,d,-0.0498,-0.12,-0.536,0.127,-0.105,-0.303,-0.463,0.079,0.0946,-0.0147,-0.0484,-0.0743,1
2020,11,3,d,-0.053,-0.136,-0.529,0.133,-0.191,-0.303,-0.455,0.0635,0.0865,-0.0166,-0.0525,-0.0775,1
2020,11,4,d,-0.0615,-0.15,-0.526,0.116,-0.176,-0.309,-0.457,0.053,0.0735,-0.0241,-0.0595,-0.089,1
2020,11,5,d,-0.0651,-0.155,-0.531,0.102,-0.18,-0.318,-0.46,0.0469,0.0643,-0.0249,-0.062,-0.0955,1
2020,11,6,d,-0.066,-0.136,-0.528,0.105,-0.169,-0.317,-0.456,0.039,0.0601,-0.0262,-0.0636,-0.0957,1
2020,11,7,d,-0.0592,-0.123,-0.526,0.108,-0.163,-0.307,-0.458,0.0436,0.0638,-0.0118,-0.0569,-0.0919,1
2020,11,8,d,-0.0446,-0.124,-0.517,0.114,-0.152,-0.308,-0.457,0.0457,0.0672,0.0133,-0.0436,-0.0786,1
2020,11,15,w,-0.0283,-0.0341,-0.564,0.155,-0.135,-0.306,-0.478,0.133,0.14,0.021,-0.0264,-0.0595,1
